Global Company Key,Data Date,Fiscal Year,Fiscal Quarter,Industry Format,Level of Consolidation - Company Interim Descriptor,Population Source,Data Format,Ticker Symbol,Company Name,ISO Currency Code,Calendar Data Year and Quarter,Fiscal Data Year and Quarter,Active/Inactive Status Marker,Market Value - Total
002968,2011-12-31,2011,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2011Q4,2011Q4,A,125441.9758
002968,2012-03-31,2012,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2012Q1,2012Q1,A,175736.6175
002968,2012-06-30,2012,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2012Q2,2012Q2,A,135660.986
002968,2012-09-30,2012,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2012Q3,2012Q3,A,153806.1078
002968,2012-12-31,2012,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2012Q4,2012Q4,A,167256.3459
002968,2013-03-31,2013,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2013Q1,2013Q1,A,179862.8639
002968,2013-06-30,2013,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2013Q2,2013Q2,A,198966.4602
002968,2013-09-30,2013,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2013Q3,2013Q3,A,194312.4794
002968,2013-12-31,2013,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2013Q4,2013Q4,A,219657.1958
002968,2014-03-31,2014,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2014Q1,2014Q1,A,229769.9262
002968,2014-06-30,2014,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2014Q2,2014Q2,A,216725.0112
002968,2014-09-30,2014,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2014Q3,2014Q3,A,225188.5054
002968,2014-12-31,2014,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2014Q4,2014Q4,A,232471.4956
002968,2015-03-31,2015,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2015Q1,2015Q1,A,224817.6505
002968,2015-06-30,2015,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2015Q2,2015Q2,A,250581.0199
002968,2015-09-30,2015,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2015Q3,2015Q3,A,224438.4961
002968,2015-12-31,2015,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2015Q4,2015Q4,A,241899.2543
002968,2016-03-31,2016,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2016Q1,2016Q1,A,216547.346
002968,2016-06-30,2016,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2016Q2,2016Q2,A,224448.5615
002968,2016-09-30,2016,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2016Q3,2016Q3,A,238276.5998
002968,2016-12-31,2016,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2016Q4,2016Q4,A,307295.0851
002968,2017-03-31,2017,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2017Q1,2017Q1,A,312078.3034
002968,2017-06-30,2017,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2017Q2,2017Q2,A,321633.3096
002968,2017-09-30,2017,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2017Q3,2017Q3,A,331393.5303
002968,2017-12-31,2017,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2017Q4,2017Q4,A,366301.582
002968,2018-03-31,2018,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2018Q1,2018Q1,A,374423.3267
002968,2018-06-30,2018,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2018Q2,2018Q2,A,350204.1128
002968,2018-09-30,2018,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2018Q3,2018Q3,A,375239.3772
002968,2018-12-31,2018,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2018Q4,2018Q4,A,319780.2769
002968,2019-03-31,2019,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2019Q1,2019Q1,A,328387.3868
002968,2019-06-30,2019,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2019Q2,2019Q2,A,357478.823
002968,2019-09-30,2019,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2019Q3,2019Q3,A,369134.685
002968,2019-12-31,2019,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2019Q4,2019Q4,A,429912.5274
002968,2020-03-31,2020,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2020Q1,2020Q1,A,274323.4807
002968,2020-06-30,2020,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2020Q2,2020Q2,A,286657.7263
002968,2020-09-30,2020,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2020Q3,2020Q3,A,293450.5028
002968,2020-12-31,2020,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2020Q4,2020Q4,A,387491.5784
002968,2021-03-31,2021,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2021Q1,2021Q1,A,460819.6954
002968,2021-06-30,2021,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2021Q2,2021Q2,A,464777.6287
002968,2021-09-30,2021,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2021Q3,2021Q3,A,483747.4915
002968,2021-12-31,2021,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2021Q4,2021Q4,A,466205.9942
002968,2022-03-31,2022,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2022Q1,2022Q1,A,400378.656
002968,2022-06-30,2022,2,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2022Q2,2022Q2,A,330236.9329
002968,2022-09-30,2022,3,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2022Q3,2022Q3,A,306519.9225
002968,2022-12-31,2022,4,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2022Q4,2022Q4,A,393483.9978
002968,2023-03-31,2023,1,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2023Q1,2023Q1,A,380803.4796
003243,2008-03-31,2008,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2008Q1,2008Q1,A,112451.4229
003243,2008-06-30,2008,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2008Q2,2008Q2,A,91264.8034
003243,2008-09-30,2008,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2008Q3,2008Q3,A,111770.0654
003243,2008-12-31,2008,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2008Q4,2008Q4,A,36569.9563
003243,2009-03-31,2009,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2009Q1,2009Q1,A,13947.508
003243,2009-06-30,2009,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2009Q2,2009Q2,A,16357.9195
003243,2009-09-30,2009,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2009Q3,2009Q3,A,110661.5083
003243,2009-12-31,2009,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2009Q4,2009Q4,A,94279.6138
003243,2010-03-31,2010,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2010Q1,2010Q1,A,115912.0085
003243,2010-06-30,2010,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2010Q2,2010Q2,A,108947.5754
003243,2010-09-30,2010,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2010Q3,2010Q3,A,113583.9399
003243,2010-12-31,2010,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2010Q4,2010Q4,A,137446.0475
003243,2011-03-31,2011,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2011Q1,2011Q1,A,129092.4692
003243,2011-06-30,2011,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2011Q2,2011Q2,A,121503.3964
003243,2011-09-30,2011,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2011Q3,2011Q3,A,74890.7804
003243,2011-12-31,2011,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2011Q4,2011Q4,A,76927.2302
003243,2012-03-31,2012,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2012Q1,2012Q1,A,107170.3749
003243,2012-06-30,2012,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2012Q2,2012Q2,A,80379.359
003243,2012-09-30,2012,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2012Q3,2012Q3,A,95952.0871
003243,2012-12-31,2012,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2012Q4,2012Q4,A,119822.651
003243,2013-03-31,2013,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2013Q1,2013Q1,A,134617.2324
003243,2013-06-30,2013,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2013Q2,2013Q2,A,145878.0652
003243,2013-09-30,2013,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2013Q3,2013Q3,A,147130.83
003243,2013-12-31,2013,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2013Q4,2013Q4,A,157853.8527
003243,2014-03-31,2014,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2014Q1,2014Q1,A,144598.566
003243,2014-06-30,2014,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2014Q2,2014Q2,A,142796.5083
003243,2014-09-30,2014,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2014Q3,2014Q3,A,156988.0682
003243,2014-12-31,2014,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2014Q4,2014Q4,A,163624.203
003243,2015-03-31,2015,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2015Q1,2015Q1,A,156318.8928
003243,2015-06-30,2015,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2015Q2,2015Q2,A,166263.8378
003243,2015-09-30,2015,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2015Q3,2015Q3,A,147787.6939
003243,2015-12-31,2015,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2015Q4,2015Q4,A,152832.1883
003243,2016-03-31,2016,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2016Q1,2016Q1,A,122533.2858
003243,2016-06-30,2016,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2016Q2,2016Q2,A,123158.8039
003243,2016-09-30,2016,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2016Q3,2016Q3,A,134592.7479
003243,2016-12-31,2016,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2016Q4,2016Q4,A,164763.2566
003243,2017-03-31,2017,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2017Q1,2017Q1,A,164699.8936
003243,2017-06-30,2017,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2017Q2,2017Q2,A,182218.3053
003243,2017-09-30,2017,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2017Q3,2017Q3,A,192324.7055
003243,2017-12-31,2017,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2017Q4,2017Q4,A,191226.9287
003243,2018-03-31,2018,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2018Q1,2018Q1,A,172120.4775
003243,2018-06-30,2018,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2018Q2,2018Q2,A,168411.2066
003243,2018-09-30,2018,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2018Q3,2018Q3,A,175198.9084
003243,2018-12-31,2018,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2018Q4,2018Q4,A,123302.392
003243,2019-03-31,2019,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2019Q1,2019Q1,A,143881.759
003243,2019-06-30,2019,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2019Q2,2019Q2,A,158201.6917
003243,2019-09-30,2019,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2019Q3,2019Q3,A,150815.0415
003243,2019-12-31,2019,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2019Q4,2019Q4,A,168897.2865
003243,2020-03-31,2020,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2020Q1,2020Q1,A,87685.753
003243,2020-06-30,2020,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2020Q2,2020Q2,A,106383.3015
003243,2020-09-30,2020,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2020Q3,2020Q3,A,89753.2956
003243,2020-12-31,2020,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2020Q4,2020Q4,A,128381.6694
003243,2021-03-31,2021,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2021Q1,2021Q1,A,150377.742
003243,2021-06-30,2021,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2021Q2,2021Q2,A,143395.0388
003243,2021-09-30,2021,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2021Q3,2021Q3,A,139255.8581
003243,2021-12-31,2021,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2021Q4,2021Q4,A,119835.1985
003243,2022-03-31,2022,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2022Q1,2022Q1,A,103698.5814
003243,2022-06-30,2022,2,INDL,C,D,STD,C,CITIGROUP INC,USD,2022Q2,2022Q2,A,89069.2929
003243,2022-09-30,2022,3,INDL,C,D,STD,C,CITIGROUP INC,USD,2022Q3,2022Q3,A,80708.6645
003243,2022-12-31,2022,4,INDL,C,D,STD,C,CITIGROUP INC,USD,2022Q4,2022Q4,A,87609.8768
003243,2023-03-31,2023,1,INDL,C,D,STD,C,CITIGROUP INC,USD,2023Q1,2023Q1,A,91283.2013
006066,2008-03-31,2008,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2008Q1,2008Q1,A,158142.3721
006066,2008-06-30,2008,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2008Q2,2008Q2,A,160589.1852
006066,2008-09-30,2008,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2008Q3,2008Q3,A,157130.8477
006066,2008-12-31,2008,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2008Q4,2008Q4,A,112698.3194
006066,2009-03-31,2009,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2009Q1,2009Q1,A,128030.1553
006066,2009-06-30,2009,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2009Q2,2009Q2,A,136882.5073
006066,2009-09-30,2009,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2009Q3,2009Q3,A,157120.0548
006066,2009-12-31,2009,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2009Q4,2009Q4,A,170868.6133
006066,2010-03-31,2010,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2010Q1,2010Q1,A,164461.0028
006066,2010-06-30,2010,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2010Q2,2010Q2,A,155742.6074
006066,2010-09-30,2010,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2010Q3,2010Q3,A,166650.3045
006066,2010-12-31,2010,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2010Q4,2010Q4,A,180220.2527
006066,2011-03-31,2011,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2011Q1,2011Q1,A,197510.5471
006066,2011-06-30,2011,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2011Q2,2011Q2,A,204878.5625
006066,2011-09-30,2011,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2011Q3,2011Q3,A,206104.9297
006066,2011-12-31,2011,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2011Q4,2011Q4,A,213886.09
006066,2012-03-31,2012,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2012Q1,2012Q1,A,240674.4366
006066,2012-06-30,2012,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2012Q2,2012Q2,A,223503.9345
006066,2012-09-30,2012,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2012Q3,2012Q3,A,234404.6009
006066,2012-12-31,2012,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2012Q4,2012Q4,A,214031.8404
006066,2013-03-31,2013,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2013Q1,2013Q1,A,236505.7602
006066,2013-06-30,2013,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2013Q2,2013Q2,A,209346.8629
006066,2013-09-30,2013,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2013Q3,2013Q3,A,201078.4437
006066,2013-12-31,2013,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2013Q4,2013Q4,A,197772.1199
006066,2014-03-31,2014,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2014Q1,2014Q1,A,194835.2982
006066,2014-06-30,2014,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2014Q2,2014Q2,A,180833.5018
006066,2014-09-30,2014,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2014Q3,2014Q3,A,187867.1578
006066,2014-12-31,2014,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2014Q4,2014Q4,A,158919.6706
006066,2015-03-31,2015,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2015Q1,2015Q1,A,158049.807
006066,2015-06-30,2015,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2015Q2,2015Q2,A,159330.3498
006066,2015-09-30,2015,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2015Q3,2015Q3,A,140636.8467
006066,2015-12-31,2015,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2015Q4,2015Q4,A,132903.625
006066,2016-03-31,2016,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2016Q1,2016Q1,A,145386.2449
006066,2016-06-30,2016,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2016Q2,2016Q2,A,145078.0023
006066,2016-09-30,2016,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2016Q3,2016Q3,A,151043.3168
006066,2016-12-31,2016,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2016Q4,2016Q4,A,157004.4633
006066,2017-03-31,2017,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2017Q1,2017Q1,A,163604.0076
006066,2017-06-30,2017,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2017Q2,2017Q2,A,143360.3302
006066,2017-09-30,2017,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2017Q3,2017Q3,A,134313.7583
006066,2017-12-31,2017,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2017Q4,2017Q4,A,141480.7022
006066,2018-03-31,2018,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2018Q1,2018Q1,A,140843.8302
006066,2018-06-30,2018,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2018Q2,2018Q2,A,127513.6896
006066,2018-09-30,2018,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2018Q3,2018Q3,A,137418.7407
006066,2018-12-31,2018,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2018Q4,2018Q4,A,101448.0879
006066,2019-03-31,2019,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2019Q1,2019Q1,A,125105.3273
006066,2019-06-30,2019,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2019Q2,2019Q2,A,122162.1625
006066,2019-09-30,2019,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2019Q3,2019Q3,A,128789.3325
006066,2019-12-31,2019,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2019Q4,2019Q4,A,118908.2244
006066,2020-03-31,2020,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2020Q1,2020Q1,A,98493.8596
006066,2020-06-30,2020,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2020Q2,2020Q2,A,107555.2258
006066,2020-09-30,2020,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2020Q3,2020Q3,A,108414.9052
006066,2020-12-31,2020,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2020Q4,2020Q4,A,112367.1596
006066,2021-03-31,2021,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2021Q1,2021Q1,A,119070.875
006066,2021-06-30,2021,2,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2021Q2,2021Q2,A,131391.5488
006066,2021-09-30,2021,3,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2021Q3,2021Q3,A,124592.424
006066,2021-12-31,2021,4,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2021Q4,2021Q4,A,120035.9025
006066,2022-03-31,2022,1,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2022Q1,2022Q1,A,116944.5387
